right_pupil, 14, 6, 1, 3, 2, 1, 186, 18, 8, 186.462

right_pupil, 11, 8, 1, 4, 3, 0, 112.333, 24, 22, 146.326

right_pupil, 24, 7, 2, 5, 7, 4, 149.636, 41, 29, 169.743

right_pupil, 22, 11, 1, 3, 0, 3, 221, 16, 10, 167.846

right_pupil, 5, 14, 1, 6, 2, 1, 157.667, 48, 61, 140.284

right_pupil, 21, 5, 1, 4, 0, 3, 196.333, 31, 15, 184.717

right_pupil, 17, 12, 4, 5, 45, 2, 65.617, 16, 18, 142.824

right_pupil, 16, 9, 1, 2, 0, 3, 208.333, 5, 5, 163.7

right_pupil, 15, 9, 2, 4, 11, 0, 74.4545, 17, 21, 133.737

right_pupil, 19, 11, 3, 5, 27, 0, 48.7407, 26, 28, 165.37

right_pupil, 18, 12, 3, 5, 25, 2, 62.2222, 27, 27, 171.852

right_pupil, 18, 12, 3, 5, 26, 1, 69.6296, 26, 28, 178.537

right_pupil, 16, 11, 3, 4, 24, 3, 78.037, 13, 9, 167.773

right_pupil, 9, 5, 2, 3, 9, 2, 148.636, 8, 10, 156.167

right_pupil, 19, 14, 1, 3, 2, 1, 151.333, 14, 12, 156.231

right_pupil, 20, 14, 1, 2, 0, 3, 213.667, 6, 4, 175.8

right_pupil, 14, 10, 3, 5, 25, 2, 72.5185, 28, 26, 166.074

right_pupil, 17, 9, 1, 3, 0, 3, 231, 19, 7, 181.115

right_pupil, 17, 12, 3, 5, 22, 5, 103.333, 29, 25, 175.685

right_pupil, 17, 11, 3, 5, 25, 2, 81.7037, 25, 29, 162.185

right_pupil, 17, 11, 3, 5, 24, 3, 89.8519, 32, 22, 178.093

right_pupil, 17, 10, 3, 5, 25, 2, 64.8148, 24, 30, 159.222

right_pupil, 19, 8, 2, 5, 11, 0, 57.6364, 28, 42, 128.657

right_pupil, 22, 5, 1, 2, 1, 2, 183, 5, 5, 153.6

right_pupil, 14, 9, 3, 5, 23, 4, 78.7037, 24, 30, 170.019

right_pupil, 16, 11, 3, 4, 22, 5, 95.7778, 11, 11, 147.364

right_pupil, 19, 11, 3, 5, 23, 4, 91.6667, 28, 26, 151.574

right_pupil, 18, 5, 1, 2, 1, 2, 203, 5, 5, 163.3

right_pupil, 20, 9, 3, 5, 25, 2, 87.4074, 21, 33, 136.796

right_pupil, 19, 5, 2, 3, 10, 1, 98.9091, 10, 8, 175.444

right_pupil, 13, 8, 1, 3, 1, 2, 198.333, 14, 12, 145.115

right_pupil, 6, 15, 4, 7, 45, 2, 83.234, 44, 50, 156.064

right_pupil, 25, 5, 1, 8, 2, 1, 161.667, 86, 71, 169.809

right_pupil, 5, 5, 3, 6, 23, 4, 118.741, 44, 40, 159.024

right_pupil, 25, 5, 2, 6, 10, 1, 146.455, 46, 55, 166.059

right_pupil, 25, 15, 4, 8, 44, 3, 82.8511, 51, 63, 156.833

right_pupil, 23, 5, 4, 9, 43, 4, 120.255, 77, 86, 161.239

right_pupil, 25, 5, 1, 6, 2, 1, 180.667, 64, 45, 185.807

right_pupil, 25, 12, 4, 13, 45, 2, 68.3404, 127, 177, 155.438

right_pupil, 5, 15, 4, 7, 37, 10, 104.957, 41, 46, 155.759

right_pupil, 25, 5, 2, 5, 8, 3, 158.818, 36, 34, 176.514

right_pupil, 5, 15, 3, 6, 26, 1, 83.5556, 37, 48, 155.106

right_pupil, 25, 5, 2, 6, 9, 2, 158.545, 50, 51, 168.891

right_pupil, 20, 15, 4, 7, 42, 5, 111.383, 47, 48, 155.316

right_pupil, 5, 14, 4, 7, 38, 9, 130.149, 47, 47, 165.936

right_pupil, 25, 5, 1, 6, 2, 1, 179.667, 55, 54, 165.771

right_pupil, 5, 5, 1, 6, 3, 0, 134.667, 53, 55, 168.574

right_pupil, 18, 13, 4, 6, 41, 6, 101.66, 28, 38, 142

right_pupil, 9, 13, 4, 11, 44, 3, 68.2553, 123, 160, 154.83

right_pupil, 24, 7, 2, 5, 8, 3, 171.818, 37, 33, 172.257

right_pupil, 18, 13, 3, 5, 25, 2, 73.9259, 34, 20, 172.889

right_pupil, 5, 5, 4, 6, 38, 9, 114.191, 26, 38, 142.547

right_pupil, 18, 14, 2, 5, 11, 0, 47.0909, 35, 35, 167.414

right_pupil, 6, 14, 3, 6, 22, 5, 123.111, 40, 46, 147.349

right_pupil, 24, 14, 2, 6, 9, 2, 110.545, 53, 49, 173.069

right_pupil, 5, 9, 4, 11, 46, 1, 74.9149, 114, 132, 156.516

right_pupil, 24, 6, 2, 5, 9, 2, 147.545, 32, 38, 160.771

right_pupil, 5, 12, 4, 13, 46, 1, 84.1064, 107, 180, 146.122

