right_pupil, 14, 14, 2, 8, 9, 2, 160.545, 82, 86, 167.994

right_pupil, 5, 15, 3, 6, 23, 4, 127.481, 36, 49, 148.812

right_pupil, 24, 5, 4, 7, 42, 5, 97.3191, 37, 57, 135.553

right_pupil, 23, 5, 3, 7, 26, 1, 61.037, 43, 64, 136.131

right_pupil, 9, 14, 1, 2, 0, 3, 214, 7, 3, 192.3

right_pupil, 14, 12, 1, 2, 0, 3, 227, 7, 3, 192.8

right_pupil, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

right_pupil, 19, 5, 3, 6, 23, 4, 113.444, 39, 46, 160.012

right_pupil, 12, 5, 1, 4, 1, 2, 176.667, 23, 23, 164.174

right_pupil, 16, 5, 2, 6, 10, 1, 67.1818, 47, 54, 153.723

right_pupil, 18, 11, 1, 4, 0, 3, 219, 26, 20, 172.739

right_pupil, 16, 5, 1, 3, 0, 3, 239.667, 17, 9, 182.808

right_pupil, 16, 8, 3, 4, 24, 3, 98.7778, 10, 12, 159.136

right_pupil, 22, 13, 1, 2, 0, 3, 227, 9, 1, 202.1

right_pupil, 21, 5, 4, 9, 41, 6, 97.0851, 69, 103, 141.616

right_pupil, 26, 5, 1, 6, 0, 3, 215.667, 55, 54, 160.046

right_pupil, 5, 5, 4, 9, 39, 8, 108.851, 60, 79, 142.755

right_pupil, 28, 5, 1, 3, 0, 3, 198.333, 15, 11, 177

right_pupil, 15, 5, 3, 7, 23, 4, 126.333, 58, 56, 163.316

right_pupil, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

right_pupil, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

right_pupil, 5, 19, 1, 6, 1, 2, 188.333, 58, 51, 170.294

right_pupil, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

right_pupil, 5, 19, 1, 6, 0, 3, 202.667, 66, 43, 175.092

right_pupil, 5, 17, 3, 7, 26, 1, 114.741, 67, 47, 159.921

right_pupil, 5, 14, 2, 7, 9, 2, 120.182, 80, 50, 168.915

right_pupil, 5, 14, 3, 6, 21, 6, 140.037, 42, 43, 172.588

right_pupil, 5, 14, 1, 6, 0, 3, 193, 79, 30, 194.716

right_pupil, 22, 12, 3, 6, 26, 1, 65, 49, 37, 179.035

right_pupil, 27, 10, 1, 4, 0, 3, 232, 30, 16, 186.761

right_pupil, 19, 16, 1, 4, 3, 0, 95.3333, 22, 24, 133.217

right_pupil, 5, 14, 4, 7, 46, 1, 88.5745, 43, 51, 142.862

right_pupil, 5, 16, 4, 6, 40, 7, 112.894, 30, 35, 158.692

right_pupil, 24, 11, 1, 4, 0, 3, 246.667, 31, 15, 182.435

right_pupil, 5, 16, 1, 6, 0, 3, 205, 57, 52, 172.138

right_pupil, 17, 11, 3, 6, 23, 4, 109.444, 41, 45, 156.36

right_pupil, 26, 6, 1, 3, 0, 3, 227.667, 16, 10, 184.615

right_pupil, 15, 6, 1, 4, 0, 3, 208.667, 29, 17, 182.826

right_pupil, 20, 13, 4, 7, 39, 8, 87.3404, 58, 44, 178.422

right_pupil, 22, 14, 3, 7, 26, 1, 77.6667, 75, 47, 174.844

right_pupil, 5, 12, 1, 5, 1, 2, 201.333, 35, 43, 170.359

right_pupil, 5, 8, 4, 7, 40, 7, 108.787, 48, 46, 164.894

right_pupil, 5, 5, 1, 5, 0, 3, 233.333, 49, 29, 184.397

right_pupil, 6, 12, 4, 9, 40, 7, 109.809, 79, 106, 154.173

right_pupil, 16, 8, 2, 6, 11, 0, 149.273, 62, 40, 180.971

right_pupil, 15, 5, 3, 7, 23, 4, 139.333, 68, 46, 180.544

right_pupil, 7, 5, 4, 8, 35, 12, 149.128, 67, 63, 159.885

right_pupil, 8, 12, 4, 9, 43, 4, 101.319, 100, 105, 158.341

right_pupil, 17, 5, 1, 6, 1, 2, 185.333, 59, 50, 163.367

right_pupil, 5, 7, 1, 11, 2, 1, 161.667, 128, 137, 159.517

right_pupil, 5, 14, 3, 8, 20, 7, 156.111, 75, 69, 156.771

right_pupil, 8, 5, 2, 8, 10, 1, 146.273, 82, 85, 175.383

right_pupil, 7, 5, 1, 5, 2, 1, 134.667, 50, 28, 176.744

right_pupil, 12, 5, 3, 7, 23, 4, 112.815, 51, 63, 166.623

right_pupil, 20, 14, 3, 5, 25, 2, 63.7778, 30, 24, 162.019

right_pupil, 5, 10, 3, 9, 26, 1, 105.148, 67, 93, 140.887

right_pupil, 7, 14, 1, 6, 1, 2, 182.667, 56, 54, 151.691

right_pupil, 6, 14, 1, 5, 1, 2, 192.667, 34, 44, 146.077

right_pupil, 21, 6, 1, 3, 0, 3, 215.333, 17, 9, 178.577

right_pupil, 5, 7, 4, 10, 42, 5, 97.7234, 77, 116, 140.026

right_pupil, 5, 14, 1, 6, 3, 0, 110.667, 48, 61, 140.972

right_pupil, 19, 5, 1, 4, 0, 3, 222.667, 25, 21, 176.935

right_pupil, 22, 8, 1, 4, 0, 3, 221.667, 30, 16, 177.978

right_pupil, 15, 9, 1, 2, 0, 3, 224.333, 9, 1, 202.6

right_pupil, 18, 13, 3, 5, 26, 1, 63.7407, 28, 26, 176.648

right_pupil, 5, 14, 2, 6, 10, 1, 95.5455, 41, 60, 142.564

right_pupil, 5, 14, 1, 5, 2, 1, 164.667, 34, 44, 141.038

right_pupil, 5, 14, 2, 6, 10, 1, 98.8182, 46, 55, 143.287

right_pupil, 24, 9, 1, 3, 0, 3, 228.667, 15, 11, 191.962

right_pupil, 20, 14, 1, 3, 2, 1, 145.667, 14, 12, 154.077

right_pupil, 6, 14, 4, 7, 40, 7, 115.34, 46, 48, 153.021

right_pupil, 13, 5, 1, 2, 1, 2, 187, 5, 5, 155.1

right_pupil, 5, 13, 4, 7, 37, 10, 120.957, 38, 56, 146.404

right_pupil, 19, 8, 2, 4, 8, 3, 165.727, 16, 22, 150.763

right_pupil, 19, 5, 1, 3, 1, 2, 205.333, 16, 10, 184.308

right_pupil, 6, 13, 4, 7, 44, 3, 86.8936, 49, 52, 155.188

right_pupil, 15, 7, 1, 2, 1, 2, 181, 6, 4, 173.2

right_pupil, 15, 9, 1, 3, 0, 3, 204.333, 15, 11, 154.615

right_pupil, 24, 5, 1, 2, 0, 3, 213.667, 7, 3, 188.4

right_pupil, 19, 7, 3, 5, 23, 4, 127.444, 27, 27, 161.648

right_pupil, 18, 13, 2, 5, 11, 0, 47.6364, 32, 38, 155.243

right_pupil, 18, 13, 3, 5, 26, 1, 71.5926, 27, 27, 169.481

right_pupil, 24, 13, 4, 7, 46, 1, 76.4894, 40, 55, 147.737

right_pupil, 5, 13, 1, 5, 3, 0, 133.667, 42, 36, 165.141

right_pupil, 19, 6, 1, 4, 2, 1, 183, 30, 16, 180.891

right_pupil, 5, 5, 1, 2, 0, 3, 233, 7, 3, 201.7

right_pupil, 16, 8, 1, 3, 0, 3, 230.667, 20, 6, 196.462

right_pupil, 16, 14, 1, 4, 2, 1, 167, 24, 22, 151.087

right_pupil, 23, 8, 1, 4, 0, 3, 221.333, 25, 21, 167.63

right_pupil, 17, 5, 1, 5, 3, 0, 145.333, 36, 42, 165

right_pupil, 6, 14, 4, 6, 37, 10, 112.043, 30, 36, 132.909

right_pupil, 21, 10, 1, 3, 0, 3, 201.333, 16, 10, 162.577

right_pupil, 17, 12, 3, 4, 26, 1, 76.4444, 11, 11, 163.318

right_pupil, 19, 11, 3, 5, 23, 4, 99.2593, 25, 29, 161.944

right_pupil, 10, 8, 1, 3, 1, 2, 204, 13, 13, 146.962

right_pupil, 14, 5, 1, 2, 0, 3, 216.667, 9, 1, 203.6

right_pupil, 24, 8, 1, 2, 0, 3, 230, 10, 0, 206.4

right_pupil, 18, 10, 3, 5, 23, 4, 85.8519, 25, 29, 149.741

right_pupil, 5, 13, 2, 4, 9, 2, 136.636, 19, 19, 148.816

right_pupil, 5, 6, 2, 2, 10, 1, 124.545, 1, 1, 127.5

right_pupil, 11, 7, 1, 3, 1, 2, 193, 17, 9, 183.923

right_pupil, 7, 5, 1, 2, 0, 3, 216.333, 6, 4, 175.1

right_pupil, 17, 12, 4, 5, 40, 7, 102.17, 15, 19, 175.206

right_pupil, 16, 5, 1, 2, 0, 3, 215, 7, 3, 192.8

right_pupil, 12, 5, 1, 2, 0, 3, 225.333, 7, 3, 185.5

right_pupil, 22, 13, 1, 2, 0, 3, 240.667, 8, 2, 206.4

right_pupil, 22, 7, 1, 3, 1, 2, 184.667, 15, 11, 170.654

right_pupil, 18, 5, 2, 4, 8, 3, 166.182, 21, 17, 164.289

right_pupil, 21, 14, 1, 2, 0, 3, 224, 7, 3, 188.6

right_pupil, 18, 12, 4, 6, 43, 4, 82.9787, 35, 31, 173.379

right_pupil, 24, 8, 1, 3, 0, 3, 248, 19, 7, 198.038

right_pupil, 15, 6, 1, 2, 0, 3, 227.667, 10, 0, 214.6

right_pupil, 15, 5, 1, 6, 3, 0, 147.667, 54, 55, 157.394

right_pupil, 8, 5, 3, 5, 25, 2, 111.481, 23, 31, 143.185

right_pupil, 10, 5, 1, 3, 0, 3, 249, 24, 2, 212.615

right_pupil, 16, 10, 3, 6, 24, 3, 95.4444, 41, 45, 169.256

right_pupil, 22, 6, 1, 3, 0, 3, 229, 18, 8, 185.731

right_pupil, 17, 13, 3, 5, 20, 7, 103.148, 27, 27, 158.444

right_pupil, 5, 14, 1, 4, 1, 2, 202, 25, 21, 165.239

right_pupil, 17, 11, 4, 6, 41, 6, 81.6596, 34, 32, 164.424

right_pupil, 5, 10, 4, 10, 45, 2, 95.6809, 75, 140, 138.674

right_pupil, 16, 10, 3, 6, 23, 4, 94.5556, 41, 45, 152.419

right_pupil, 5, 14, 1, 5, 2, 1, 140.667, 40, 38, 153.628

right_pupil, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

right_pupil, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0

right_pupil, 5, 13, 3, 6, 22, 5, 126.778, 39, 46, 153.153

right_pupil, 18, 11, 2, 5, 10, 1, 84.6364, 34, 36, 165.5

right_pupil, 18, 12, 2, 5, 10, 1, 78.1818, 36, 34, 162.014

right_pupil, 23, 9, 2, 4, 8, 3, 159, 24, 14, 174.474

right_pupil, 19, 14, 1, 3, 0, 3, 236.667, 14, 12, 155.923

right_pupil, 20, 9, 4, 6, 39, 8, 116.745, 35, 31, 168.015

right_pupil, 24, 8, 2, 5, 10, 1, 120, 33, 37, 159.571

right_pupil, 17, 14, 1, 2, 0, 3, 232, 9, 1, 199.5

right_pupil, 17, 11, 3, 5, 22, 5, 94.7778, 23, 31, 155.852

right_pupil, 5, 14, 2, 5, 7, 4, 152.727, 34, 36, 172.329

right_pupil, 15, 7, 1, 3, 0, 3, 223, 21, 5, 202.269

right_pupil, 8, 8, 4, 10, 46, 1, 72.4681, 122, 128, 157.088

right_pupil, 19, 10, 3, 6, 27, 0, 58.2593, 47, 39, 165.326

right_pupil, 19, 5, 2, 5, 10, 1, 127.818, 37, 33, 175.471

right_pupil, 9, 10, 4, 11, 47, 0, 52.9149, 115, 195, 145.323

right_pupil, 8, 12, 4, 8, 46, 1, 56.617, 74, 76, 153.973

right_pupil, 5, 13, 1, 5, 3, 0, 116, 40, 38, 166.115

right_pupil, 5, 14, 1, 6, 3, 0, 163.333, 59, 50, 173.083

right_pupil, 19, 5, 2, 5, 10, 1, 134.636, 32, 38, 155.857

right_pupil, 8, 5, 4, 11, 45, 2, 89.6809, 95, 139, 141.321

right_pupil, 23, 5, 1, 7, 2, 1, 144.667, 62, 76, 141.478

right_pupil, 7, 5, 4, 10, 45, 2, 88.8936, 77, 116, 144.14

right_pupil, 5, 14, 3, 6, 22, 5, 125.111, 37, 48, 139.953

right_pupil, 15, 5, 1, 6, 1, 2, 204.667, 59, 50, 167.275

right_pupil, 18, 10, 4, 5, 43, 4, 92.9787, 18, 16, 172.882

